id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,Batting_first,BF_Set,BF_wkts_fallen,BF_HScorer,BF_PlayerScored,BF_PlayerBallsfaced,BF_HWtaker,BF_HWballs,PDis_by_BF,RC_by_BF,Batting_second,BS_score,BS_wkts_fallen,BS_HScorer,BS_PlayerScored,BS_PlayerBallsfaced,BS_HWtaker,BS_HWballs,PDis_by_BS,RC_by_BS
68,2008,Hyderabad,2008-04-24,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,Deccan Chargers,214,5,A Symonds,117,57,Shahid Afridi,25.0,3.0,28.0,Rajasthan Royals,217.0,7.0,GC Smith,71.0,46.0,YK Pathan,12,2,20
69,2008,Chandigarh,2008-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,Kings XI Punjab,182,10,KC Sangakkara,94,58,B Lee,24.0,2.0,10.0,Mumbai Indians,116.0,9.0,DJ Bravo,23.0,22.0,Harbhajan Singh,25,4,33
70,2008,Bangalore,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,Royal Challengers Bangalore,135,8,LRPL Taylor,44,21,Z Khan,24.0,1.0,25.0,Rajasthan Royals,138.0,3.0,SR Watson,61.0,43.0,SR Watson,25,3,20
71,2008,Chennai,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,Kolkata Knight Riders,147,9,LR Shukla,42,35,AB Agarkar,18.0,1.0,20.0,Chennai Super Kings,152.0,1.0,ML Hayden,70.0,50.0,JDP Oram,24,3,32
72,2008,Mumbai,2008-04-27,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,Mumbai Indians,154,7,AM Nayar,34,20,DS Kulkarni,6.0,0.0,8.0,Deccan Chargers,155.0,0.0,AC Gilchrist,109.0,50.0,RP Singh,26,2,19
73,2008,Chandigarh,2008-04-27,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,Delhi Capitals,158,8,MK Tiwary,39,36,Mohammad Asif,25.0,2.0,40.0,Kings XI Punjab,162.0,6.0,SM Katich,75.0,55.0,IK Pathan,27,3,27
74,2008,Bangalore,2008-04-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,Chennai Super Kings,178,5,MS Dhoni,65,31,MS Gony,24.0,3.0,34.0,Royal Challengers Bangalore,165.0,10.0,LRPL Taylor,53.0,36.0,Z Khan,24,3,39
75,2008,Kolkata,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,Kolkata Knight Riders,137,8,LR Shukla,40,24,AB Dinda,24.0,1.0,16.0,Mumbai Indians,138.0,3.0,DJ Bravo,64.0,53.0,ST Jayasuriya,25,4,14
76,2008,Delhi,2008-04-30,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,Delhi Capitals,191,5,G Gambhir,86,54,GD McGrath,24.0,4.0,29.0,Royal Challengers Bangalore,181.0,5.0,JH Kallis,54.0,44.0,DW Steyn,26,2,29
77,2008,Hyderabad,2008-05-01,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,Deccan Chargers,164,8,RG Sharma,76,42,SB Bangar,24.0,1.0,26.0,Kings XI Punjab,167.0,3.0,SE Marsh,84.0,63.0,PP Chawla,24,4,28
78,2008,Jaipur,2008-05-01,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,Rajasthan Royals,196,7,SA Asnodkar,60,35,SK Trivedi,26.0,3.0,31.0,Kolkata Knight Riders,151.0,10.0,SC Ganguly,51.0,41.0,Umar Gul,27,4,36
79,2008,Chennai,2008-05-02,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Delhi Capitals,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,Chennai Super Kings,169,6,S Vidyut,54,38,Joginder Sharma,19.0,1.0,35.0,Delhi Capitals,172.0,2.0,V Sehwag,71.0,42.0,R Bhatia,6,1,11
80,2008,Hyderabad,2008-05-25,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,Deccan Chargers,165,10,HH Gibbs,47,36,SB Bangar,24.0,2.0,31.0,Royal Challengers Bangalore,171.0,5.0,Misbah-ul-Haq,34.0,28.0,R Vinay Kumar,25,4,27
81,2008,Chandigarh,2008-05-03,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kings XI Punjab,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,Kings XI Punjab,178,6,SE Marsh,40,32,IK Pathan,25.0,2.0,19.0,Kolkata Knight Riders,169.0,6.0,DJ Hussey,71.0,47.0,DJ Hussey,18,2,27
82,2008,Mumbai,2008-05-04,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,Mumbai Indians,162,8,ST Jayasuriya,34,16,DS Kulkarni,18.0,3.0,18.0,Delhi Capitals,133.0,10.0,V Sehwag,40.0,20.0,VY Mahesh,24,3,37
83,2008,Jaipur,2008-05-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,Chennai Super Kings,109,10,JA Morkel,42,33,M Muralitharan,26.0,1.0,20.0,Rajasthan Royals,110.0,2.0,GC Smith,35.0,48.0,Sohail Tanvir,24,6,15
84,2008,Bangalore,2008-05-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,Royal Challengers Bangalore,126,10,R Dravid,66,51,P Kumar,24.0,2.0,22.0,Kings XI Punjab,127.0,4.0,SE Marsh,39.0,35.0,IK Pathan,21,3,13
85,2008,Chennai,2008-05-06,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,Chennai Super Kings,144,7,SK Raina,32,21,MS Gony,18.0,1.0,15.0,Deccan Chargers,148.0,3.0,AC Gilchrist,54.0,37.0,RP Singh,20,2,16
86,2008,Mumbai,2008-05-07,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,Rajasthan Royals,103,10,SA Asnodkar,39,38,SR Watson,25.0,2.0,26.0,Mumbai Indians,104.0,3.0,RV Uthappa,34.0,24.0,A Nehra,18,3,13
87,2008,Delhi,2008-05-08,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,Delhi Capitals,187,5,G Gambhir,80,51,PJ Sangwan,25.0,2.0,30.0,Chennai Super Kings,188.0,6.0,SP Fleming,44.0,30.0,JA Morkel,26,2,35
88,2008,Kolkata,2008-05-08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,Kolkata Knight Riders,129,7,DJ Hussey,26,12,SC Ganguly,18.0,1.0,8.0,Royal Challengers Bangalore,124.0,4.0,MV Boucher,50.0,40.0,DW Steyn,25,3,28
89,2008,Jaipur,2008-05-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,Deccan Chargers,140,8,AC Gilchrist,61,49,RP Singh,25.0,1.0,24.0,Rajasthan Royals,141.0,2.0,YK Pathan,68.0,41.0,SK Trivedi,18,2,9
90,2008,Bangalore,2008-05-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,Royal Challengers Bangalore,122,9,CL White,26,21,DW Steyn,27.0,1.0,15.0,Mumbai Indians,126.0,1.0,ST Jayasuriya,54.0,39.0,CRD Fernando,25,5,18
91,2008,Chennai,2008-05-10,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Chennai Super Kings,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,Chennai Super Kings,181,4,S Badrinath,64,52,L Balaji,25.0,5.0,25.0,Kings XI Punjab,163.0,9.0,SE Marsh,58.0,39.0,S Sreesanth,27,2,30
92,2008,Hyderabad,2008-05-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,Kolkata Knight Riders,204,4,SC Ganguly,91,58,AB Dinda,25.0,3.0,33.0,Deccan Chargers,181.0,7.0,Y Venugopal Rao,71.0,45.0,DP Vijaykumar,19,1,21
93,2008,Jaipur,2008-05-11,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,Delhi Capitals,156,7,MF Maharoof,39,16,MF Maharoof,26.0,3.0,24.0,Rajasthan Royals,159.0,7.0,SR Watson,74.0,42.0,SR Watson,24,2,24
94,2008,Chandigarh,2008-05-12,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,Royal Challengers Bangalore,143,8,MV Boucher,39,33,R Vinay Kumar,12.0,1.0,11.0,Kings XI Punjab,144.0,1.0,SE Marsh,74.0,54.0,S Sreesanth,25,3,30
95,2008,Kolkata,2008-05-13,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,Kolkata Knight Riders,133,6,Salman Butt,48,47,Shoaib Akhtar,19.0,4.0,11.0,Delhi Capitals,110.0,10.0,A Mishra,31.0,32.0,MF Maharoof,25,2,25
96,2008,Mumbai,2008-05-14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,Chennai Super Kings,156,6,S Badrinath,53,35,Joginder Sharma,20.0,1.0,25.0,Mumbai Indians,158.0,1.0,ST Jayasuriya,114.0,53.0,DS Kulkarni,28,3,33
97,2008,Chandigarh,2008-05-28,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,Kings XI Punjab,221,3,SE Marsh,115,72,PP Chawla,24.0,3.0,35.0,Rajasthan Royals,180.0,7.0,Niraj Patel,57.0,40.0,SR Watson,25,2,41
98,2008,Delhi,2008-05-15,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,normal,0,Delhi Capitals,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,Delhi Capitals,194,4,G Gambhir,79,51,A Mishra,24.0,5.0,17.0,Deccan Chargers,182.0,9.0,RG Sharma,35.0,18.0,PP Ojha,13,2,21
99,2008,Mumbai,2008-05-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,Kolkata Knight Riders,67,10,AB Agarkar,15,14,Shoaib Akhtar,13.0,1.0,29.0,Mumbai Indians,68.0,2.0,ST Jayasuriya,48.0,21.0,SM Pollock,25,4,12
100,2008,Delhi,2008-05-17,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,1,Kings XI Punjab,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,Delhi Capitals,118,4,V Sehwag,51,28,PJ Sangwan,7.0,1.0,12.0,Kings XI Punjab,94.0,3.0,DPMD Jayawardene,36.0,18.0,JR Hopes,6,2,3
101,2008,Jaipur,2008-05-17,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,Rajasthan Royals,197,1,GC Smith,75,53,Sohail Tanvir,27.0,3.0,10.0,Royal Challengers Bangalore,132.0,9.0,R Dravid,75.0,37.0,A Kumble,24,1,34
102,2008,Hyderabad,2008-05-18,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,Mumbai Indians,178,7,AM Nayar,38,24,DJ Bravo,25.0,3.0,24.0,Deccan Chargers,153.0,7.0,Y Venugopal Rao,57.0,39.0,RP Singh,24,3,35
103,2008,Kolkata,2008-05-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,Kolkata Knight Riders,149,5,Salman Butt,73,56,AB Dinda,12.0,0.0,10.0,Chennai Super Kings,55.0,0.0,SP Fleming,32.0,21.0,M Ntini,25,4,24
104,2008,Bangalore,2008-05-19,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,Royal Challengers Bangalore,154,7,SP Goswami,52,43,A Kumble,24.0,2.0,18.0,Delhi Capitals,158.0,5.0,V Sehwag,47.0,19.0,MF Maharoof,24,4,13
105,2008,Kolkata,2008-05-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,Kolkata Knight Riders,147,8,SC Ganguly,32,34,Umar Gul,24.0,2.0,31.0,Rajasthan Royals,150.0,4.0,YK Pathan,48.0,20.0,Sohail Tanvir,25,3,27
106,2008,Mumbai,2008-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,1,0,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,Kings XI Punjab,189,4,SE Marsh,81,57,VRV Singh,25.0,3.0,57.0,Mumbai Indians,188.0,10.0,SR Tendulkar,65.0,47.0,SD Chitnis,25,2,41
107,2008,Chennai,2008-05-21,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,Royal Challengers Bangalore,126,8,R Dravid,47,39,A Kumble,24.0,3.0,15.0,Chennai Super Kings,112.0,8.0,SP Fleming,45.0,40.0,JA Morkel,24,4,32
108,2008,Chandigarh,2008-05-23,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,Deccan Chargers,175,4,AC Gilchrist,50,42,PP Ojha,27.0,2.0,30.0,Kings XI Punjab,178.0,4.0,SE Marsh,60.0,46.0,RR Powar,25,1,20
109,2008,Delhi,2008-05-24,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,Mumbai Indians,176,8,ST Jayasuriya,66,45,DR Smith,19.0,2.0,22.0,Delhi Capitals,179.0,5.0,KD Karthik,56.0,32.0,VY Mahesh,24,5,36
110,2008,Chennai,2008-05-24,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,Rajasthan Royals,211,5,GC Smith,91,52,Sohail Tanvir,26.0,3.0,33.0,Chennai Super Kings,201.0,7.0,JA Morkel,71.0,41.0,SK Raina,12,2,20
111,2008,Bangalore,2008-05-03,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Royal Challengers Bangalore,3,0,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,Royal Challengers Bangalore,156,8,W Jaffer,44,37,P Kumar,24.0,3.0,24.0,Deccan Chargers,153.0,6.0,RG Sharma,57.0,43.0,RP Singh,25,3,41
112,2008,Kolkata,2008-05-25,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,Kings XI Punjab,174,6,KC Sangakkara,64,48,VRV Singh,26.0,2.0,28.0,Kolkata Knight Riders,175.0,7.0,SC Ganguly,86.0,56.0,Umar Gul,26,4,24
113,2008,Jaipur,2008-05-26,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,Mumbai Indians,145,7,ST Jayasuriya,38,39,CRD Fernando,27.0,2.0,29.0,Rajasthan Royals,146.0,5.0,Niraj Patel,40.0,30.0,Sohail Tanvir,25,4,15
114,2008,Hyderabad,2008-05-27,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,0,Chennai Super Kings,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,Deccan Chargers,147,8,Y Venugopal Rao,46,49,PM Sarvesh Kumar,12.0,1.0,18.0,Chennai Super Kings,148.0,3.0,SK Raina,54.0,46.0,JA Morkel,27,3,41
115,2008,Mumbai,2008-05-30,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,Rajasthan Royals,192,9,SR Watson,52,30,SR Watson,19.0,3.0,10.0,Delhi Capitals,87.0,10.0,TM Dilshan,33.0,22.0,MF Maharoof,24,3,34
116,2008,Mumbai,2008-05-31,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,Kings XI Punjab,112,8,RR Powar,28,21,IK Pathan,26.0,1.0,24.0,Chennai Super Kings,116.0,1.0,SK Raina,55.0,34.0,MS Gony,25,3,14
117,2008,Mumbai,2008-06-01,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,Chennai Super Kings,163,5,SK Raina,43,30,JA Morkel,29.0,4.0,27.0,Rajasthan Royals,164.0,7.0,YK Pathan,56.0,40.0,YK Pathan,24,3,22
118,2009,Cape Town,2009-04-18,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,Mumbai Indians,165,7,SR Tendulkar,59,49,SL Malinga,26.0,3.0,20.0,Chennai Super Kings,146.0,7.0,ML Hayden,44.0,35.0,JDP Oram,24,2,30
119,2009,Cape Town,2009-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,Royal Challengers Bangalore,133,8,R Dravid,66,50,A Kumble,19.0,5.0,6.0,Rajasthan Royals,58.0,10.0,RA Jadeja,11.0,11.0,AD Mascarenhas,24,3,20
120,2009,Cape Town,2009-04-19,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,Kings XI Punjab,104,7,K Goel,38,22,VRV Singh,6.0,0.0,5.0,Delhi Capitals,58.0,0.0,V Sehwag,38.0,18.0,DL Vettori,18,5,15
121,2009,Cape Town,2009-04-19,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Deccan Chargers,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,Kolkata Knight Riders,101,10,BJ Hodge,31,34,AB Dinda,18.0,2.0,24.0,Deccan Chargers,104.0,2.0,HH Gibbs,43.0,27.0,RP Singh,22,5,22
122,2009,Port Elizabeth,2009-04-20,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,Chennai Super Kings,179,5,ML Hayden,65,37,M Muralitharan,24.0,4.0,11.0,Royal Challengers Bangalore,87.0,10.0,JH Kallis,24.0,20.0,KP Pietersen,18,2,14
123,2009,Durban,2009-04-21,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,Kings XI Punjab,158,6,Yuvraj Singh,38,32,VS Malik,12.0,1.0,23.0,Kolkata Knight Riders,79.0,1.0,CH Gayle,44.0,29.0,SC Ganguly,24,2,24
124,2009,Cape Town,2009-04-22,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Deccan Chargers,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,Deccan Chargers,184,6,AC Gilchrist,71,45,SB Styris,25.0,3.0,32.0,Royal Challengers Bangalore,160.0,8.0,V Kohli,50.0,35.0,DW Steyn,18,2,21
125,2009,Durban,2009-04-23,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,normal,0,Delhi Capitals,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,Delhi Capitals,189,5,AB de Villiers,105,54,PJ Sangwan,27.0,3.0,28.0,Chennai Super Kings,180.0,9.0,ML Hayden,57.0,28.0,L Balaji,25,3,19
126,2009,Cape Town,2009-04-23,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,0,Rajasthan Royals,0,0,YK Pathan,Newlands,MR Benson,M Erasmus,Rajasthan Royals,150,6,YK Pathan,42,22,Kamran Khan,27.0,4.0,21.0,Kolkata Knight Riders,150.0,8.0,SC Ganguly,46.0,34.0,BAW Mendis,25,2,20
127,2009,Durban,2009-04-24,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,Royal Challengers Bangalore,168,9,JH Kallis,62,48,JH Kallis,26.0,2.0,51.0,Kings XI Punjab,173.0,3.0,RS Bopara,84.0,61.0,YA Abdulla,27,4,31
128,2009,Durban,2009-04-25,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,Deccan Chargers,168,9,HH Gibbs,58,46,PP Ojha,25.0,3.0,23.0,Mumbai Indians,156.0,7.0,JP Duminy,47.0,43.0,SL Malinga,25,3,24
129,2009,Port Elizabeth,2009-04-26,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Delhi Capitals,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,Royal Challengers Bangalore,149,7,KP Pietersen,37,26,Pankaj Singh,25.0,2.0,31.0,Delhi Capitals,150.0,4.0,TM Dilshan,67.0,49.0,A Nehra,26,3,34
130,2009,Cape Town,2009-04-26,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Kings XI Punjab,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,Kings XI Punjab,139,6,KC Sangakkara,60,53,YA Abdulla,25.0,3.0,21.0,Rajasthan Royals,112.0,7.0,RA Jadeja,37.0,44.0,Kamran Khan,27,4,19
131,2009,Durban,2009-04-27,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,Chennai Super Kings,165,6,ML Hayden,49,36,SK Raina,24.0,2.0,18.0,Deccan Chargers,169.0,4.0,HH Gibbs,69.0,57.0,PP Ojha,12,2,11
132,2009,Port Elizabeth,2009-04-27,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,Mumbai Indians,187,6,SR Tendulkar,68,48,SL Malinga,16.0,3.0,11.0,Kolkata Knight Riders,95.0,9.0,SC Ganguly,34.0,30.0,LR Shukla,24,3,26
133,2009,Centurion,2009-04-28,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Rajasthan Royals,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,Delhi Capitals,143,7,AB de Villiers,50,41,A Mishra,26.0,3.0,34.0,Rajasthan Royals,147.0,5.0,YK Pathan,62.0,30.0,MM Patel,25,2,16
134,2009,Durban,2009-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,Kolkata Knight Riders,139,6,MN van Wyk,43,35,BJ Hodge,24.0,3.0,30.0,Royal Challengers Bangalore,143.0,5.0,SP Goswami,43.0,49.0,A Kumble,24,2,17
135,2009,Durban,2009-04-29,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Kings XI Punjab,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,Kings XI Punjab,119,8,KC Sangakkara,45,47,IK Pathan,26.0,2.0,20.0,Mumbai Indians,116.0,7.0,JP Duminy,59.0,65.0,SL Malinga,25,2,16
136,2009,Centurion,2009-04-30,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,Deccan Chargers,148,9,DR Smith,48,29,Shoaib Ahmed,24.0,2.0,22.0,Delhi Capitals,150.0,4.0,TM Dilshan,52.0,51.0,DP Nannes,24,3,16
